TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-04 20:04:53,1777925093142,www.utilitysheet.com/demo,GET,_rsc=wax4t,304,g9qp9-1777925093142-149f38e2b1c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/demo.segments/demo/__PAGE__.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,6,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093141,www.utilitysheet.com/auth/signup,GET,_rsc=m8rs8,304,tvghj-1777925093141-a349a7a99ec1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/auth/signup.segments/auth.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,12,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093132,www.utilitysheet.com/demo,GET,_rsc=eu1v1,304,7b867-1777925093132-500f2f9e9c5d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/demo.segments/demo.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,6,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093099,www.utilitysheet.com/demo,GET,_rsc=1pn8p,304,s9dkh-1777925093099-00f3cbc7bea2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/demo.segments/_head.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,8,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093094,www.utilitysheet.com/auth/signup,GET,_rsc=nn07o,304,g9qp9-1777925093094-e3dc35a736fe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/auth/signup.segments/_index.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,4,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093094,www.utilitysheet.com/auth/signup,GET,_rsc=1pn8p,304,7b867-1777925093094-7286d428bd43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/auth/signup.segments/_head.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,10,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093052,www.utilitysheet.com/demo,GET,_rsc=1r34m,304,g9qp9-1777925093052-62425df2af02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/demo.segments/_tree.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,11,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093052,www.utilitysheet.com/auth/signup,GET,_rsc=1r34m,304,66qpx-1777925093052-93000748a708,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/auth/signup.segments/_tree.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,9,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:53,1777925093051,www.utilitysheet.com/,GET,_rsc=1r34m,304,cxk7p-1777925093051-04c9f4335616,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/index.segments/_tree.segment,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,448,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
2026-05-04 20:04:52,1777925092972,www.utilitysheet.com/manifest.webmanifest,GET,,304,rj86s-1777925092972-b33c324bbfe2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,HIT,static,/manifest.webmanifest,www.utilitysheet.com,utilitysheet-saas-dx45o6nga-multimediumdev.vercel.app,dpl_938uSyUPb2eJsgq1oFBGkDkf7uBL,10,iad1,,,,prj_Nse9ciqeGTA4cuZOH9RyxyR28mK5,,,,,,,
